event_id,market_id,close_time,resolved,yes_bid,yes_ask,venue,has_executable_quotes,probability,spread,no_ask,yes_edge,no_edge,side,estimated_edge,pass_reason,pnl,cumulative_pnl
event-00035,market-00035,2022-04-11 00:00:00+00:00,1,0.7278766029162363,0.7771643118040709,synthetic,True,0.5897135600917764,0.049287708887834514,0.27212339708376365,-0.19745075171229443,0.1281630428244599,NO,0.1281630428244599,,-0.28212339708376366,-0.28212339708376366
event-00065,market-00065,2022-06-10 00:00:00+00:00,1,0.5541828666579344,0.5959304568817815,synthetic,True,0.5631141470420596,0.04174759022384711,0.44581713334206563,-0.04281630983972184,-0.018931280384125275,PASS,-0.018931280384125275,edge,0.0,-0.28212339708376366
event-00066,market-00066,2022-06-12 00:00:00+00:00,0,0.49604136051287145,0.53565748729647,synthetic,True,0.2939226932781466,0.03961612678359855,0.5039586394871285,-0.25173479401832344,0.19211866723472493,NO,0.19211866723472493,,0.4860413605128715,0.20391796342910784
event-00067,market-00067,2022-06-14 00:00:00+00:00,0,0.5352582400424928,0.5673521058549973,synthetic,True,0.3333202076682976,0.03209386581250451,0.4647417599575072,-0.24403189818669968,0.19193803237419516,NO,0.19193803237419516,,0.5252582400424928,0.7291762034716006
event-00068,market-00068,2022-06-16 00:00:00+00:00,1,0.24750544182900713,0.2897792746729071,synthetic,True,0.18196600023614032,0.04227383284389996,0.7524945581709929,-0.11781327443676677,0.05553944159286684,NO,0.05553944159286684,,-0.7624945581709929,-0.03331835469939226
event-00069,market-00069,2022-06-18 00:00:00+00:00,0,0.18915970938564447,0.2331231443167312,synthetic,True,0.17139944862810147,0.04396343493108673,0.8108402906143555,-0.07172369568862973,0.007760260757543111,PASS,0.007760260757543111,edge,0.0,-0.03331835469939226
event-00035,market-00070,2022-06-20 00:00:00+00:00,0,0.6648714177715203,0.7144022094144493,synthetic,True,0.4113650128725081,0.04953079164292906,0.33512858222847974,-0.31303719654194123,0.2435064048990121,NO,0.2435064048990121,,0.6548714177715202,0.621553063072128
event-00035,market-00071,2022-06-22 00:00:00+00:00,1,0.5728855042728247,0.5994180978058381,synthetic,True,0.2988099031022633,0.026532593533013404,0.4271144957271753,-0.3106081947035748,0.2640756011705614,NO,0.2640756011705614,,-0.4371144957271753,0.18443856734495268
event-00072,market-00072,2022-06-24 00:00:00+00:00,1,0.2242511920441804,0.2528369306842316,synthetic,True,0.19376509718672855,0.028585738640051178,0.7757488079558196,-0.06907183349750302,0.020486094857451904,PASS,0.020486094857451904,edge,0.0,0.18443856734495268
event-00073,market-00073,2022-06-26 00:00:00+00:00,0,0.15058876952003689,0.1843167593067763,synthetic,True,0.07852436777237354,0.03372798978673941,0.8494112304799631,-0.11579239153440275,0.062064401747663374,NO,0.062064401747663374,,0.14058876952003685,0.3250273368649895
event-00074,market-00074,2022-06-28 00:00:00+00:00,1,0.6913905128377089,0.72081238238992,synthetic,True,0.4417785206930108,0.029421869552211044,0.3086094871622911,-0.28903386169690914,0.23961199214469808,NO,0.23961199214469808,,-0.3186094871622911,0.0064178497026984305
event-00075,market-00075,2022-06-30 00:00:00+00:00,0,0.4924844878992312,0.5477122109543925,synthetic,True,0.4455343094853837,0.05522772305516127,0.5075155121007688,-0.11217790146900879,0.03695017841384752,NO,0.03695017841384752,,0.48248448789923115,0.4889023376019296
event-00076,market-00076,2022-07-02 00:00:00+00:00,1,0.3856563263580084,0.43324009237656513,synthetic,True,0.3475722615335062,0.04758376601855674,0.6143436736419916,-0.09566783084305895,0.028084064824502215,PASS,0.028084064824502215,edge,0.0,0.4889023376019296
event-00077,market-00077,2022-07-04 00:00:00+00:00,0,0.5588103957385775,0.5926272937214996,synthetic,True,0.4343794752486685,0.03381689798292209,0.4411896042614225,-0.1682478184728311,0.11443092048990901,NO,0.11443092048990901,,0.5488103957385775,1.037712733340507
event-00078,market-00078,2022-07-06 00:00:00+00:00,1,0.4532413613676386,0.5193214294820638,synthetic,True,0.7384699811843832,0.06608006811442524,0.5467586386323614,0.20914855170231939,-0.29522861981674464,YES,0.20914855170231939,,0.47067857051793616,1.508391303858443
event-00079,market-00079,2022-07-08 00:00:00+00:00,1,0.6766003186943913,0.7008490359720688,synthetic,True,0.31754859732265434,0.024248717277677523,0.3233996813056087,-0.3933004386494145,0.3490517213717369,NO,0.3490517213717369,,-0.3333996813056087,1.1749916225528345
