event_id,market_id,close_time,resolved,yes_bid,yes_ask,venue,has_executable_quotes,probability,spread,no_ask,yes_edge,no_edge,side,estimated_edge,pass_reason,pnl,cumulative_pnl
event-00035,market-00035,2022-04-11 00:00:00+00:00,1,0.7278766029162363,0.7771643118040709,synthetic,True,0.7525204573601536,0.049287708887834514,0.27212339708376365,-0.03464385444391726,-0.03464385444391726,PASS,-0.03464385444391726,edge,0.0,0.0
event-00065,market-00065,2022-06-10 00:00:00+00:00,1,0.5541828666579344,0.5959304568817815,synthetic,True,0.5750566617698579,0.04174759022384711,0.44581713334206563,-0.030873795111923556,-0.030873795111923556,PASS,-0.030873795111923556,edge,0.0,0.0
event-00066,market-00066,2022-06-12 00:00:00+00:00,0,0.49604136051287145,0.53565748729647,synthetic,True,0.5158494239046707,0.03961612678359855,0.5039586394871285,-0.029808063391799304,-0.029808063391799193,PASS,-0.029808063391799193,edge,0.0,0.0
event-00067,market-00067,2022-06-14 00:00:00+00:00,0,0.5352582400424928,0.5673521058549973,synthetic,True,0.551305172948745,0.03209386581250451,0.4647417599575072,-0.026046932906252256,-0.026046932906252256,PASS,-0.026046932906252256,edge,0.0,0.0
event-00068,market-00068,2022-06-16 00:00:00+00:00,1,0.24750544182900713,0.2897792746729071,synthetic,True,0.2686423582509571,0.04227383284389996,0.7524945581709929,-0.031136916421949982,-0.031136916421950038,PASS,-0.031136916421949982,edge,0.0,0.0
event-00069,market-00069,2022-06-18 00:00:00+00:00,0,0.18915970938564447,0.2331231443167312,synthetic,True,0.21114142685118784,0.04396343493108673,0.8108402906143555,-0.03198171746554337,-0.03198171746554334,PASS,-0.03198171746554334,edge,0.0,0.0
event-00035,market-00070,2022-06-20 00:00:00+00:00,0,0.6648714177715203,0.7144022094144493,synthetic,True,0.6896368135929848,0.04953079164292906,0.33512858222847974,-0.03476539582146453,-0.03476539582146453,PASS,-0.03476539582146453,edge,0.0,0.0
event-00035,market-00071,2022-06-22 00:00:00+00:00,1,0.5728855042728247,0.5994180978058381,synthetic,True,0.5861518010393314,0.026532593533013404,0.4271144957271753,-0.023266296766506704,-0.023266296766506704,PASS,-0.023266296766506704,edge,0.0,0.0
event-00072,market-00072,2022-06-24 00:00:00+00:00,1,0.2242511920441804,0.2528369306842316,synthetic,True,0.23854406136420597,0.028585738640051178,0.7757488079558196,-0.024292869320025605,-0.024292869320025605,PASS,-0.024292869320025605,edge,0.0,0.0
event-00073,market-00073,2022-06-26 00:00:00+00:00,0,0.15058876952003689,0.1843167593067763,synthetic,True,0.1674527644134066,0.03372798978673941,0.8494112304799631,-0.026863994893369707,-0.026863994893369762,PASS,-0.026863994893369707,edge,0.0,0.0
event-00074,market-00074,2022-06-28 00:00:00+00:00,1,0.6913905128377089,0.72081238238992,synthetic,True,0.7061014476138144,0.029421869552211044,0.3086094871622911,-0.024710934776105524,-0.024710934776105524,PASS,-0.024710934776105524,edge,0.0,0.0
event-00075,market-00075,2022-06-30 00:00:00+00:00,0,0.4924844878992312,0.5477122109543925,synthetic,True,0.5200983494268119,0.05522772305516127,0.5075155121007688,-0.03761386152758061,-0.03761386152758072,PASS,-0.03761386152758061,edge,0.0,0.0
event-00076,market-00076,2022-07-02 00:00:00+00:00,1,0.3856563263580084,0.43324009237656513,synthetic,True,0.40944820936728676,0.04758376601855674,0.6143436736419916,-0.03379188300927837,-0.03379188300927837,PASS,-0.03379188300927837,edge,0.0,0.0
event-00077,market-00077,2022-07-04 00:00:00+00:00,0,0.5588103957385775,0.5926272937214996,synthetic,True,0.5757188447300385,0.03381689798292209,0.4411896042614225,-0.026908448991461047,-0.026908448991461047,PASS,-0.026908448991461047,edge,0.0,0.0
event-00078,market-00078,2022-07-06 00:00:00+00:00,1,0.4532413613676386,0.5193214294820638,synthetic,True,0.4862813954248512,0.06608006811442524,0.5467586386323614,-0.04304003405721262,-0.04304003405721268,PASS,-0.04304003405721262,edge,0.0,0.0
event-00079,market-00079,2022-07-08 00:00:00+00:00,1,0.6766003186943913,0.7008490359720688,synthetic,True,0.6887246773332301,0.024248717277677523,0.3233996813056087,-0.022124358638838763,-0.022124358638838763,PASS,-0.022124358638838763,edge,0.0,0.0
